id,idioma,label,comentarios
32,es,1,"La verdad un excelente producto, mejor de lo que esperaba, la pila me llego al 100% y estéticamente esta 10-10 solo tiene un ligero rayón que ni se nota"
318,es,0,"El iPhone llego sin rayón alguno, la salud de la bateria al 100%, lo recomiendo ampliamente"
28,es,0,Nos llegó con una raya en la pantalla
65,es,1,"Muy buena mica, desde que lo compré hace 5 meses no he tenido necesidad de cambiarla y se agradece que el paquete sea de tres para cuando suceda algun imprevisto. La herramienta hace muy bien su trabajo para colocar"
4,es,0,Lo compré con una súper oferta y la verdad me ha gustado mucho lo suave y rápido que es
13,es,1,a todoooo dar
371,es,0,No me gusto que la batería estaba al 75% de vida y la pantalla tenía varios pixeles fundidos
17,es,0,"El teléfono funciona correctamente, el único detalle son pequeños arañazos en la pantalla pero con el protector ya no se aprecian, todo lo demás al 100. Un 95 de 100"
166,es,0,Caro pero bueno
33,es,1,Llegó rápido y en súper buen estado
217,es,0,"cuando destape el equipo logre apreciar que es un material de calidad y mayormente rigido, eso es importante, no se ha puesto amarillento, cumple buena funcion en magsafe, me agrada que tenga proteccion en los lados de la camara, más sin embargo quedan al ras con las lentes de la misma, a veces me dan miedo se rayen cuando lo pongo en superficies, debido a eso suelo ponerlo boca abajo"
9,es,0,"El mejor celular en rendimiento, mejoraron muchísimo la duración de su batería. Las cámaras tienen una calidad impresionante, y la fluidez del manejo del equipo, aún en condiciones de edición de video en 4K es fabuloso. La mejor compra y a un excelente precio."
116,es,0,"Muy buena calidad y fácil de instalar, sin marcos feos que disminuchen la vision de la pantalla, totalmente cristalina. Lo mejor de todo es que vienen 3 a precio de 1. Vas a una plaza de la lacrería y se atacan vendiendote una al mismo precio y todavía con marcos feos y de dudosa calidad.

Solo que de verdad tengan cuidado, de preferencia no tener un ventilador o cualquier fuente de aire que les pueda aventar polvo, porque cualquier mota de polvo que le pueda caer hará que deje burbujas que ya no se puedan quitar. Yo hasta la tercera me quedó bien XD

Lo volvería a comprar 10/10"
25,es,0,"Llegó el día esperado, evidente con su cargador genérico, pero lo que me sorprendió es que venía con un 100% de capacidad de la batería, y su garantía de fábrica aun valida. Ningún detalle estético, como si fuera totalmente nuevo."
319,es,0,"El teléfono llegó bien estética 9 cámaras Face ID todo bien el problema es que se calienta muy cañón solo lo abro para responder un mensaje y se súper calienta lo voy a devolver por qué no me gusta, está bien que sea reacomdicilnado pero no se pasen de vrg"
29,es,1,"Play Video
El teléfono es muy bonito, pero tiene varios detalles estéticos, la mica que le agregaron para protección, cubría un rayón que tenía, tiene múltiples raspones alrededor del teléfono pero es completamente funcional, no genera conflicto con este, las cámaras funcionan increíble, es un buen producto pero pudieron referirse mucho mejor a el en la descripción"
66,es,1,Fáciles de poner
5,es,0,"La caja llegó en Excelente estado, no hay nada mejor que comprar el producto nuevo, vale la pena por el costo beneficio. Estoy encantada con mi nuevo iPhone, al fin jubilé al 11 pro que tenía. 10 de 10"
372,es,0,"Llego en buen estado con batería %100 solo con leves rayaduras en los Marcos laterales, solo estoy en duda respecto a este pequeño detalle con el que llegó no sé si sea la pantalla o algún tipo de cristal protector con el que llegó"
21,es,1,"Excelente calidad sin detalles externos, envío muy rápido"
14,es,0,Excelente
269,es,1,Me gustó
10,es,0,Excelente
117,es,1,"Fácil de instalar, se hacen burbujas en las orillas"
34,es,0,"Lo compré en oferta en color blanco y es muy bonito, lo mismo de siempre pero un poco más potente."
30,es,0,"El equipo lo compré en calidad “bueno” y me llegó un equipo que calificaría como 9.5 de 10, la pantalla y la parte trasera del equipo están excelentes, solo un pequeño muy leve raspón en la esquina superior derecha que muestro en las fotos, sin duda es una excelente compra, lo recomiendo ampliamente."
167,es,0,"Cumple, mas no el amarillento que a 10 meses de uso ya se nota. Eso si aguanta los golpes y protege el teléfono, cosa que si me gusto"
18,es,1,La batería dura poco y tiene mala recepción de la señal.
228,es,1,"Cubre perfecto el teléfono, funciona bien con el cargador magnético, sin embargo, al cubrir también los botones, constantemente está tomando capturas de pantalla porque la presión de la funda activa la función cada cierto tiempo, de ahí en fuera todo bien"
218,es,1,"Se siente bastante bien al tacto y la calidad es indudable,"
6,es,1,"Llego perfecto , en tiempo."
320,es,0,Execelentes condiciones
178,es,0,"En si la funda está bien, se ve bien y se ve que si aguanta una caída pero es muy resbaladiza al tacto, siento que un día se me va a caer de las manos por lo mismo"
26,es,0,"Llego muy bien con un cable genérico pero todo bien, en general el equipo esta en buen estado sin rayones únicamente un raspón en la parte superior izquierda pero no se ve mucho y con mica, estaba viendo que algunos les entregan cargador, en mi caso solo fue el cable."
22,es,0,"Re acondicionado-Excelente, pero tiene varios detalles en las esquinas, pantalla rayada y el auto brillo no funciona. Estoy consiente que es re acondicionado, pero no está excelente."
78,es,0,"Bien, el kit viene con 3 protectores y su marco para instalar derechito.

Mal porque se despostillan de la nada, me chuté las 3 micas en 3 meses porque siempre se despostillaban.
Lo tengo con funda de borde alto y no sé porque les pasan eso, hago Home Office y no es como que todo el tiempo traiga el celular el la bolsa del pantalón, siempre está en mi escritorio o mesa de noche y aún con eso se despostillan.

Protegen bien y son de calidad pero quizá las mías salieron defectuosas o yo que sé.

Pero cumplen."
67,es,1,"Los he comprado por 3ra ocasión, protegen bien el display por el precio.

Son de fácil colocación y cuenta con todo lo necesario."
373,es,0,"Algunas partes de la pantalla no funcionan, se reviso en apple y se procedió a hacer devolución"
25,es,1,"Llegó el día esperado, evidente con su cargador genérico, pero lo que me sorprendió es que venía con un 100% de capacidad de la batería, y su garantía de fábrica aun valida. Ningún detalle estético, como si fuera totalmente nuevo."
55,es,1,"Muy buena calidad, siempre compro de esta marca"
15,es,0,"Excélente artículo , me encantó"
281,es,0,"Esta en muy buen estado solo llegó con unos pequeños rayones pero no de notan y tampoco afectan el rendimiento del dispositivo, la condición de la batería llegó al 91% considero que es una buena condición, en general si cumple con mis expectativas y con lo que dice."
106,es,1,Se coloca muy fácil con el marco de apoyo y no se ensucia de huellas como otros. Me gusta que cubre completamente la pantalla.
361,es,0,el teléfono viene en perfectas condiciones con una batería en estado del 91% pero solo soporta e-sim que al venir de otro iphone no genera casi ningún problema en transferir el número de físico a digital
270,es,0,"Cero detalles estéticos, lo único malo fue la batería del 88%. Lo recomiendo mucho"
79,es,0,Silicon transparente que ajusta muy bien
4,es,1,Lo compré con una súper oferta y la verdad me ha gustado mucho lo suave y rápido que es
219,es,0,"Me gusta mucho como se ve sobre todo que protege muy bien el cuadro de las cámaras, no se activa el MagSafe como con las originales y faltará ver si en verdad no se pone amarilla con el tiempo ya que la venden como un producto al cual no le sucede eso hasta el momento contento con la compra"
179,es,1,"Es un buen producto que protege tu teléfono. Además de que puedes comprar el adaptador para la carga inalámbrica, utilizando los imanes que lo mantienen estable durante la carga."
157,es,0,"Esta bonita, buena calidad pero si se marcan los dedos"
310,es,0,No venía desbloqueado para cualquier compañía y todavía venía con adeudo de la telefonía
128,es,1,"Buena calidad de l cristal templado, se siente resistente para proteger la pantalla del Iphone y queda bien a la medida, ademas su herramienta de instalacion hace que sea muy preciso el poder colocar la mica, sin duda una buena compra para protger el telefono"
321,es,1,"Llego en buen estado, con pila de 91%, lo volvería a comprar"
208,es,1,"Muy buena funda, a la medida y totalmente buena!"
331,es,1,La pantalla esta muy rallada
168,es,0,"Buena calidad , le queda como guante a mi iPhone 15 pro el único detalle que si se pone amarilla de los laterales después de aproximadamente 6 meses de uso"
259,es,0,Tenía la estética al 100 pero en batería estaba al 86 no se me hace necesariamente malo. Pero podría ser mejor claro.
56,es,1,Rápido y fácil de poner
384,es,1,Llego súper maltratado. Muy golpeado de todo el contorno … compré reacondicionado excelente sin golpes visibles a una distancia de 30cm y todo lo contrario súper dañado y golpeado el equipo
118,es,1,"Trae tres micas, tiene buena calidad"
107,es,0,Transparente y resistente
374,es,0,"Raspones muy tenues, y pila al 97, recomendado"
229,es,1,"Queda excelente, muy buen acabado y material. Muy recomendable."
209,es,1,Excelente producto y calidad
260,es,1,"Llego muy bien e impecable algunos detalles casi invisibles no se notan y llego con el 95% de batería, ahora a probarlo"
16,es,1,"Los iPhones Pro Max suelen destacar por:

Cámara avanzada: Apple tiende a incorporar tecnología de cámara innovadora en sus modelos Pro Max, ofreciendo mejoras significativas en calidad de imagen y capacidades fotográficas y de video.

Pantalla grande y calidad de visualización: La versión ""Max"" de los iPhones suele tener una pantalla más grande con tecnología OLED de alta calidad, ofreciendo colores vibrantes y una experiencia visual inmersiva.

Rendimiento y potencia: Los modelos Pro Max generalmente vienen con el hardware más avanzado de Apple en términos de procesadores y rendimiento, lo que garantiza una experiencia fluida y rápida en el uso diario y en aplicaciones exigentes.

Duración de la batería: Suelen ofrecer una batería de larga duración, lo que es beneficioso para aquellos que requieren un dispositivo con una buena autonomía."
26,es,0,"Llego muy bien con un cable genérico pero todo bien, en general el equipo esta en buen estado sin rayones únicamente un raspón en la parte superior izquierda pero no se ve mucho y con mica, estaba viendo que algunos les entregan cargador, en mi caso solo fue el cable."
362,es,0,El teléfono llego con estética 10/10 no tiene ni un solo rasguño y viene con una mica de cristal. La batería tiene 100% de vida. El teléfono literal está como nuevo
220,es,1,Excelente calidad y me encanta poder cargar mi teléfono sin necesidad de remover el protector
282,es,1,Llego súper rápido y optimistas condiciones tal como lo esperaba servicio excelente
311,es,1,"Llegó en muy buen estado, la batería está al 87%. Sin detalles. Funcional al 💯"
5,es,1,"La caja llegó en Excelente estado, no hay nada mejor que comprar el producto nuevo, vale la pena por el costo beneficio. Estoy encantada con mi nuevo iPhone, al fin jubilé al 11 pro que tenía. 10 de 10"
80,es,1,"Lo único bueno es que trae 3 porque se rompen fácilmente, hay que tener mucho cuidado ⚠️ ."
271,es,1,"El teléfono esta impecable, venia con un cargador y cable, super bien empacado aunque sin caja original, pero se entiende, la bateria al 84% pero no he tenido problemas. Muy recomendando por el precio"
158,es,1,Vale la pena el precio pagado por el material con el que se ha elaborado muy cómodo al tacto y proporciona más seguridad al tenerlo en la mano .. lo recomiendo
180,es,1,Me agrada su diseño claro y líneas definidas
119,es,1,Fácil de instalar
108,es,0,"Me pareció muy bien que vengan 3 micas y sus kits de limpieza, anteriormente ya había tenido una y duró bastante tiempo hasta que se me cayó mi telefono. Las recomiendo. Además le quedan bien a un iPhone 14 pro :)"
261,es,0,Todo correcto sin embargo no permite configurar Face ID. Batería 87%
332,es,1,Excelentes condiciones como nuevo
322,es,0,"Llega como nuevo, sin rayones y sin golpes. Lo único malo es el nivel de batería. El mío llegó con 85%
Si lo recomiendo"
37,es,0,"-Las “micas”, vienen en un juego de tres, además cuenta cada una con un limpiador y una toallita para limpiar, es decir, vienen en juego de tres. Además, cuenta con un marco que ayuda a que coloques las micas protectoras con más facilidad

La colocación fue sencilla, pues viene con una especie de cosita que ayuda a que pegues mejor la mica para sacarle las burbujas de aire que quedan atrapadas

Un detalle y esto tómalo con cautela porque fue mi percepción, al momento de colgar la mica, sentí que se perdía el brillo de la pantalla, es decir, esa resolución con la que vez al iPhone, sentí que se “apagó” un poquito con la mica, pero nada que sea de importancia y que no se pueda solucionar si subes el brillo

Es muy poco lo que llevo usándola para saber que tanto se raya, o que tanto resiste (espero no necesitar comprobar esto) pero te puedo decir que por el precio, vale la pena pues te evitas ir a una plaza donde te van a cobrar lo mismo por una sola mica (aquí te dan 3)"
363,es,0,"No tiene espacio para tarjeta SIM
No es compatible con todas las telefonías"
169,es,1,"Muy buen producto, buena material. Cumplió con mis expectativas."
129,es,0,"Muy buen material, casi no se ensucia, las huellas no se mantienen tan fácil (suciedad) en la mica y es fácil de instalar"
312,es,1,"El teléfono llegó impecable, sin ningún rayón, estética de 10 y la batería más que Excelente al 99% súper conforme con mi compra"
344,es,1,Muy buen producto
210,es,0,"Llevo cerca de 4 meses y uso, cumple la función de proteger, sin embargo ya comienza a notarse algo amarillenta de los laterales. La recomiendo pero solo como funda provisional"
69,es,0,Esta marca nunca decepciona
230,es,1,Todo bien!!
294,es,0,"La bocina después de dos semana que lo compré empezó a fallar, Estetica 10/10. En tiempo llego en una semana
Batería llego con un 89
Un poco desepcionada"
6,es,0,"Llego perfecto , en tiempo."
385,es,0,"El producto presenta varios golpes en su exterior, así como cámaras raspadas. Lo más preocupante es que la tapa trasera tiene rastros de pegamento mal aplicado, lo que sugiere cambios en la batería u otros componentes. Por estos motivos, he decidido proceder con la devolución del producto."
17,es,0,"El teléfono funciona correctamente, el único detalle son pequeños arañazos en la pantalla pero con el protector ya no se aprecian, todo lo demás al 100. Un 95 de 100"
159,es,0,Buena funda para el iPhone sin queja alguna
192,es,1,"Es la funda perfecta para el telefono, se adapta y lo protege bien de caídas y golpes, polvo si entra entonces hay que limpiar continuamente. En 6 meses se empezó a hacer amarillenta, ya no es tan transparente como nueva pero se sigue viendo muy bien.

El iman para magsafe es una joya"
58,es,1,"Excelente producto, el cristal es bastante grueso pero eso no afecta la operación del teléfono y su colocación es muy fácil con ayuda de la herramienta que viene incluída."
375,es,0,"Cumple con las especificaciones y las características mencionadas en la descripción del producto, se hace la mención que si es esim"
27,es,1,"La batería me llegó al 90% y solo se ve un pequeño detalle en la pantalla, casi ni se nota, por el resto está genial"
93,es,0,Lo he comprado para mis telefonos y peotege la pantalla muy bien
364,es,0,Excelente opción por el costo. Lo recibí con 100% de pila pero con unos pequeños rayones. Estoy satisfecho con mi compra.
272,es,1,Todo bien…
81,es,1,"Excelente producto, viene con todo para aplicar con 3 micas que fue lo que más me gustó, pensé que solo venía una"
140,es,0,"Estéticamente se ve muy bien, es buen material, no se resbala y aun así su apariencia no es como de goma, a mi parecer el borde que protege la pantalla es muy bajo y si usas una mica o cristal protector queda casi a la misma altura, se me cayo el celular con la pantalla hacia abajo y si llego a quebrarse el protector de pantalla, claro que para eso es y la pantalla del teléfono no sufrió daño, pero tengo otro teléfono con otro modelo que tiene el borde mas alto y si se protege bien la pantalla (también se me ha caído)"
262,es,0,venia bien pero carguen con cargador original use uno pirata y se sobrecalento
398,es,1,muy práctico ponerlo! Ya te ayudan más para que quede perfecta la mica!
109,es,1,"Me sorprende que aun en ls tiendas oficiales de apple no vendan protectores de pantalla oficiales para su producto estrella, Apple trabaja de la mano con la marca BELKIN, y me dijeron que todavía no tenían ni las protecciones ni la maquina para ponerlos, lo cual me sorprendió

Pero este cristal templado, queda excelente, viene con un dispositivo que ayuda a la colocación y que quede en su lugar, pero aun asi me quedaron algunas basuras atrapadas, ahí es cuestión de la persona que lo ponga"
221,es,0,Dice anti amarillos y se está amarillando la mía tiene 3 meses y ya se coloro
283,es,1,"El iPhone que recibí no tiene ni un rasguño, está en perfecta condición 96% de vida de batería y es original! Muchas gracias. Una gran opción"
7,es,0,"Llegó en tiempo y forma, sin daños. Llevo 2 meses con el teléfono y todo va en orden"
345,es,1,Me agradó mucho el producto llego en buenas condiciones el vendedor muy bueno y llegó a tiempo
170,es,1,"Muy práctica y ligera, permite que luzca el teléfono. Le queda perfecto."
181,es,1,"La carcasa es de material no plástico rígido sino flexible, al tacto es muy agradable.
Ajuste perfecto sobre el iPhone, los botones calzan perfecto y pueden ser operados sin problema.
Su diseño no interfiere con ninguna de las funcionalidades del teléfono especialmente los parlantes superiores e inferiores, sonido nítido.
Aún no pruebo la carga inalámbrica por lo que queda pendiente ese comentario.
Color transparente deja que luzca el iPhone 15 PRO Max en color Titanio natural.
Los resaltos para proteger las cámaras y la pantalla al apoyarlo en superficie, son mínimos pero protegen eficientemente sobre todo las lentes de las cámaras.
Un excelente producto a un precio más que razonable."
160,es,0,Cómpralo es bonita
323,es,0,"Apenas tengo 5 días con el equipo usándolo y presenta una falla en el modulo de camaras. No funcionan correctamente, ya que se congela la imagen y no me permite tomar fotos ni grabar."
386,es,0,"Play Video
El equipo viene en pésimas condiciones, Marcos y pantalla rayada, adicional el móvil no cuenta con ranura SIM y no lo especifican en la descripción al momento de la compra!!
No recomiendo comprarlo"
38,es,1,"Estos protectores siempre cumplen. Además, ahora son más fáciles de instalar."
211,es,0,"Pórtese bien mi iphone pero tengo problemas al instalarles la mica por que se levantan por los bordes de esta protección , pero es excelente"
94,es,1,"Excelente calidad, incluye todo lo necesario para hacer la aplicación por uno mismo de manera sencilla"
333,es,0,"El volumen en general falla, ya que es bajo, y en algunas aplicaciones, a pesar de estar activado al m'aximo, simplemente no funciona, no se escucha, o se desactiva."
120,es,1,"Play Video
Ayuda mucho el soporte que incluye para poder colocar la carcasa correctamente. El material se siente bueno y trae su kit básico para limpiar la pantalla antes de colocar la mica. El pegamento fijó bien aunque le quedaron dos pequeñas pelucitas."
313,es,1,"El teléfono me llegó en las mejores condiciones, estaba muy bien empaquetado y llegó antes del tiempo estimado. El celular facilmente se podría hacer pasar por nuevo. Viene con el 94% de pila, todo está excelente."
241,es,0,"Pude comprar este teléfono en un super precio, mas bajo que lo que está normalmente, eso si, en condición aceptable y tenia duda si llegaría bien, y si, me llegó en perfectas condiciones, estética de 10, 84% de condición, nada que reprocharle por el precio al que lo pude adquirir, que fue con un 35% de descuento prácticamente a lo que sale normalmente, 10/10"
273,es,0,Me llegó a tiempo pero la pantalla rayada y golpeado de las esquinas según no se ve a cierta distancia pero los daños si son muy notables y la cámara para el faceid no funciona el precio está bien pero si trae muchos detalles
28,es,0,Nos llegó con una raya en la pantalla
365,es,0,"me quedo inconforme por lo que pague, lo compré en estado “excelente” y me llegó con 88 de batería y con algunos raspones en los bordes…"
295,es,0,"Al principio tenía mis dudas pero la verdad estoy muy satisfecho, el teléfono llegó sin ningún rasguño la batería al 96% de vida, y todo funcionando perfectamente, súper recomendado."
376,es,0,"Pésima calidad , el producto viene dañado de la pantalla no duro ni un mes"
130,es,0,"Entiendo que el punto de estas micas es que se rompan para que no se rompa la pantalla, pero se me rompieron con demasiada facilidad, con golpes muy pequeños. Cambié de mica varias veces en un mes. Decidí comprar una más barata en una tienda local y llevo meses con ella por menos precio."
110,es,0,Cubre al 100% el total de la.pantalla vienen 3 así que en caso de dañarse unala puedes cambiar compré la no t arrepentirás
193,es,0,"No es un mal producto, porque es estético, pero no es nada resistente el material, si lo que buscan es protegerlo de caídas este producto no les funcionará"
8,es,0,Lo que uno espera de un iPhone.
231,es,0,"A 9 meses de uso ha perdido su transparencia, tornándose amarillo oscuro como se ve en la foto.
La protección al celular es muy buena."
18,es,0,La batería dura poco y tiene mala recepción de la señal.
141,es,1,"Tiene muy buena calidad, excelente ajuste y eficiencia, sólo creo que hubiera preferido que tuviera un poco de color, pero todo bien."
212,es,0,Al cabo de 2 meses empieza a ponerse un poco amarilla de los bordes
182,es,1,Muy buena protección para mi equipo y aunque es completamente lisa no se resbala de las manos
222,es,0,Súper recomendable!
346,es,1,"Estéticamente me llegó muy bien, como otros comentarios es importante resaltar que son eSim los dispositivos, el único detalle con el que yo recibí fue la batería que llegó al 87%, de ahí en adelante no presenta detalle alguno"
307,es,0,El estado de conservación del teléfono sobrepasó mis expectativas… todo muy bien!
161,es,0,"La verdad es un buen producto, me encantó y lo recomiendo"
284,es,0,Me gustó pero la batería está en 87 y tiene un rayón una cámara y si se ve mucho
171,es,0,"La funda está muy bien , solo veo un pequeño detalle en el caso particular me interesa proteger las cámaras del iPhone sin embargo por la funda que tiene no es posible protegerlas es lo único malo que le veo"
399,es,0,Es la 4ta vez que compro esta mica para mis celulares y siempre los ha protegido de maravilla. Seguiré utilizándola
314,es,0,"El producto me llegó intacto como nuevo con 90 de pila, la verdad lo recomiendo mucho aparte es liberado muy buena compra"
82,es,1,"Por el precio me parece una gran compra, fácil de instalar y al parecer muy resistente. Ya veremos con el tiempo."
153,es,1,"Este case está muy chido, había comprado otras marcas en transparente y se me hacían amarillos este ya llevo casi medio año y sigue igual su color original."
71,es,1,me encantó
242,es,1,Llego en excelente estado 10/10 y como nuevo con su cargador y cable
39,es,1,"Muy bueno, queda a la medida. Muy recomendable."
334,es,1,Me llego en excelentes condiciones sin ningún rasguño y la batería al 100% excelente servicio
121,es,1,"Muy buen producto

Protege muy bien la pantalla del telefono"
357,es,0,Me llegó en excelente estado y funcionalidad. Parece nuevo. Sí lo recomiendo al 100
263,es,0,"La verdad yo no tenía expectativas sobre el teléfono porque es reacondicionado, pero la verdad me sorprendió que el teléfono llegara casi perfecto en todos los aspectos, con unos muy pero que muy leves raspones y la batería ni se diga llegó con el 100% y absolutamente todo por ahora funciona al muy bien.
En conclusión si lo recomiendo, la cosa es que a como te puede llegar algo bueno como algo no tanto, esto es como una ruleta, pero la verdad vale la pena arriesgarse."
95,es,0,Es bueno sin embargo el marco que te ayuda a poner la mica no encajó bien en el celular para poner correctamente la mica siendo este para el celular que lo compre
274,es,0,"Realmente quedé impactado con el celular es seminuevo, es increíble el celular ningún detalle, ningún rayón con una batería del 95%, increíble sinceramente, pero apenas estoy revisando les mantendré informados si algún detalle se presenta… por el momento lo recomiendo mucho"
131,es,1,"De muy buena calidad, Encajó bien en la pantalla."
206,es,0,"Es buena la carcasa, la compré porque que decía que era anti amarillo pero después de algunos meses, como todas las carcasas trasparentes ya se hizo amarilla"
366,es,1,El equipo llegó con batería al 100% está como nuevo 0 rayones 0 maltratos. Todo magnífico recuerden es exclusivo Esim.
194,es,1,Ajusta a la perfección y se siente de buena calidad
29,es,1,"Play Video
El teléfono es muy bonito, pero tiene varios detalles estéticos, la mica que le agregaron para protección, cubría un rayón que tenía, tiene múltiples raspones alrededor del teléfono pero es completamente funcional, no genera conflicto con este, las cámaras funcionan increíble, es un buen producto pero pudieron referirse mucho mejor a el en la descripción"
253,es,1,"Todo bien, funciona perfecto pero la batería estaba al 88%, a pesar de eso la batería le dura todo el día sin problema con uso normal alto"
324,es,0,"Tenía dudas cuando recibí el equipo, hasta tenía una opinión errónea, sin embargo al revisar el equipo a detalle, pude ver que está en perfectas condiciones. Vale la pena."
111,es,1,Excelente producto la pantalla se ve genial
296,es,1,"El paquete me llego en Perfectas condiciones, el teléfono está prácticamente sin detalles estéticos, bateria al 90 %, muy bien por el precio"
377,es,0,Venía muy maltratado y el cargador no era el del iPhone
232,es,0,Superó la expectativa el producto. Muy recomendado
213,es,1,"Excelentes acabados, suave al tacto, sin rebabas y muy buen grip.
Imanes potentes.
Agrega poco volumen al dispositivo."
411,en,0,"this phone description says it has dual sim , but it doesn't even have a single one, i was so upset when i tried to find a sim slot and there isn't any, what an inconvenience and waste of time , i just lost my trust on ship and sold by amazon.
news update 12,25,2024. with all this wrong info about this item in its description i was told to return this item and ones amazon will receive it then give them a call and we will give some compensation credits to you for this inconvenience, today amazon received the phone and i called them as they told me to do, they straight forward refuse to stand on there words refuse to honor what they said earlier."
400,es,1,"Queda perfecto si burbujas, muy sencillo de instalar"
183,es,1,"buen precio, buena funcionalidad buena calidad"
223,es,0,"buena funda, si se pone amarilla, pero después de un tiempo, por el precio está bien (unos 300) como tip está más barata en aliexpress, eso si, se tarda bastante más en llegar y pues te arriesgas más ya que lo mandan por correos de méxico, nada que ver con amazon prime."
162,es,0,"Lo unico que no me gusto es que llega a oscurecer un poco el color original del iPhone, por lo demás todo excelente."
51,es,1,Llegaron en perfecto estado y es muy fácil de instalar ya que trae un molde!!
243,es,0,"Llevo 10 meses con el teléfono y sigue como nuevo. No he tenido ningún problema y si bien me llegó con un 83% de batería, por el momento tengo 80%.
Lo recomiendo bastante."
83,es,0,"Cumple con su cometido, muy bien para proteger tu iPhone."
308,es,0,Traia 100% de bateria sin ningun tipo de daño estetico 10/10
9,es,1,"El mejor celular en rendimiento, mejoraron muchísimo la duración de su batería. Las cámaras tienen una calidad impresionante, y la fluidez del manejo del equipo, aún en condiciones de edición de video en 4K es fabuloso. La mejor compra y a un excelente precio."
142,es,1,"Gran producto, llegó a tiempo, el empaque no estaba dañado, se ajusta correctamente al
equipo, si funciona la carga inalámbrica, tiene buen agarre el imán, recomendado ampliamente."
72,es,0,La funda se ajusta perfecto y es súper transparente. Vamos a ver cuanto dura pero es la más económica que conseguí
285,es,0,"Ya varios meses de uso y no he tenido ningun problema, todo perfecto"
264,es,1,"Excelente producto, perfectas condiciones , estética 10/10 , lo único malo es que le repararon las cámaras pero jalan al 100, batería al 86% de vida, por el precio, buena compra"
195,es,1,Ajusto bien y en el tiempo que lo tengo no a quedado amarillo
358,es,1,"el equipo llegó con una condición del 95, estética 9/10 ya que solo trae unos pequeños rayones en los marcos pero nada perceptibles, vengo de un iphone 11 y la verdad se siente mucho el cambio"
